text,book
whom they would not object to know more of. Miss Bennet was therefore,Pride & Prejudice
"established as a sweet girl, and their brother felt authorized by such",Pride & Prejudice
commendation to think of her as he chose.,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
Chapter 5,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
Within a short walk of Longbourn lived a family with whom the Bennets,Pride & Prejudice
were particularly intimate. Sir William Lucas had been formerly in trade,Pride & Prejudice
"in Meryton, where he had made a tolerable fortune, and risen to the",Pride & Prejudice
honour of knighthood by an address to the king during his mayoralty.,Pride & Prejudice
The distinction had perhaps been felt too strongly. It had given him a,Pride & Prejudice
"disgust to his business, and to his residence in a small market town;",Pride & Prejudice
"and, in quitting them both, he had removed with his family to a house",Pride & Prejudice
"about a mile from Meryton, denominated from that period Lucas Lodge,",Pride & Prejudice
"where he could think with pleasure of his own importance, and,",Pride & Prejudice
"unshackled by business, occupy himself solely in being civil to all",Pride & Prejudice
"the world. For, though elated by his rank, it did not render him",Pride & Prejudice
"supercilious; on the contrary, he was all attention to everybody. By",Pride & Prejudice
"nature inoffensive, friendly, and obliging, his presentation at St.",Pride & Prejudice
James's had made him courteous.,Pride & Prejudice
,Pride & Prejudice
"Lady Lucas was a very good kind of woman, not too clever to be a",Pride & Prejudice
valuable neighbour to Mrs. Bennet. They had several children. The eldest,Pride & Prejudice
"of them, a sensible, intelligent young woman, about twenty-seven, was",Pride & Prejudice
Elizabeth's intimate friend.,Pride & Prejudice
,Pride & Prejudice
That the Miss Lucases and the Miss Bennets should meet to talk over,Pride & Prejudice
a ball was absolutely necessary; and the morning after the assembly,Pride & Prejudice
brought the former to Longbourn to hear and to communicate.,Pride & Prejudice
,Pride & Prejudice
"""_You_ began the evening well, Charlotte,"" said Mrs. Bennet with civil",Pride & Prejudice
"self-command to Miss Lucas. ""_You_ were Mr. Bingley's first choice.""",Pride & Prejudice
,Pride & Prejudice
"""Yes; but he seemed to like his second better.""",Pride & Prejudice
,Pride & Prejudice
"""Oh! you mean Jane, I suppose, because he danced with her twice. To be",Pride & Prejudice
sure that _did_ seem as if he admired her--indeed I rather believe he,Pride & Prejudice
_did_--I heard something about it--but I hardly know what--something,Pride & Prejudice
"about Mr. Robinson.""",Pride & Prejudice
,Pride & Prejudice
"""Perhaps you mean what I overheard between him and Mr. Robinson; did not",Pride & Prejudice
I mention it to you? Mr. Robinson's asking him how he liked our Meryton,Pride & Prejudice
"assemblies, and whether he did not think there were a great many",Pride & Prejudice
"pretty women in the room, and _which_ he thought the prettiest? and his",Pride & Prejudice
"answering immediately to the last question: 'Oh! the eldest Miss Bennet,",Pride & Prejudice
"beyond a doubt; there cannot be two opinions on that point.'""",Pride & Prejudice
,Pride & Prejudice
"""Upon my word! Well, that is very decided indeed--that does seem as",Pride & Prejudice
"if--but, however, it may all come to nothing, you know.""",Pride & Prejudice
,Pride & Prejudice
"""_My_ overhearings were more to the purpose than _yours_, Eliza,"" said",Pride & Prejudice
"Charlotte. ""Mr. Darcy is not so well worth listening to as his friend,",Pride & Prejudice
"is he?--poor Eliza!--to be only just _tolerable_.""",Pride & Prejudice
,Pride & Prejudice
"""I beg you would not put it into Lizzy's head to be vexed by his",Pride & Prejudice
"ill-treatment, for he is such a disagreeable man, that it would be quite",Pride & Prejudice
a misfortune to be liked by him. Mrs. Long told me last night that he,Pride & Prejudice
"sat close to her for half-an-hour without once opening his lips.""",Pride & Prejudice
,Pride & Prejudice
"""Are you quite sure, ma'am?--is not there a little mistake?"" said Jane.",Pride & Prejudice
"""I certainly saw Mr. Darcy speaking to her.""",Pride & Prejudice
,Pride & Prejudice
"""Aye--because she asked him at last how he liked Netherfield, and he",Pride & Prejudice
could not help answering her; but she said he seemed quite angry at,Pride & Prejudice
"being spoke to.""",Pride & Prejudice
,Pride & Prejudice
"""Miss Bingley told me,"" said Jane, ""that he never speaks much,",Pride & Prejudice
unless among his intimate acquaintances. With _them_ he is remarkably,Pride & Prejudice
"agreeable.""",Pride & Prejudice
,Pride & Prejudice
"""I do not believe a word of it, my dear. If he had been so very",Pride & Prejudice
"agreeable, he would have talked to Mrs. Long. But I can guess how it",Pride & Prejudice
"was; everybody says that he is eat up with pride, and I dare say he had",Pride & Prejudice
"heard somehow that Mrs. Long does not keep a carriage, and had come to",Pride & Prejudice
"the ball in a hack chaise.""",Pride & Prejudice
,Pride & Prejudice
"""I do not mind his not talking to Mrs. Long,"" said Miss Lucas, ""but I",Pride & Prejudice
"wish he had danced with Eliza.""",Pride & Prejudice
,Pride & Prejudice
"""Another time, Lizzy,"" said her mother, ""I would not dance with _him_,",Pride & Prejudice
"if I were you.""",Pride & Prejudice
,Pride & Prejudice
"""I believe, ma'am, I may safely promise you _never_ to dance with him.""",Pride & Prejudice
,Pride & Prejudice
"""His pride,"" said Miss Lucas, ""does not offend _me_ so much as pride",Pride & Prejudice
"often does, because there is an excuse for it. One cannot wonder that so",Pride & Prejudice
"very fine a young man, with family, fortune, everything in his favour,",Pride & Prejudice
"should think highly of himself. If I may so express it, he has a _right_",Pride & Prejudice
"to be proud.""",Pride & Prejudice
,Pride & Prejudice
"""That is very true,"" replied Elizabeth, ""and I could easily forgive",Pride & Prejudice
"_his_ pride, if he had not mortified _mine_.""",Pride & Prejudice
,Pride & Prejudice
"""Pride,"" observed Mary, who piqued herself upon the solidity of her",Pride & Prejudice
"reflections, ""is a very common failing, I believe. By all that I have",Pride & Prejudice
"ever read, I am convinced that it is very common indeed; that human",Pride & Prejudice
"nature is particularly prone to it, and that there are very few of us",Pride & Prejudice
who do not cherish a feeling of self-complacency on the score of some,Pride & Prejudice
"quality or other, real or imaginary. Vanity and pride are different",Pride & Prejudice
"things, though the words are often used synonymously. A person may",Pride & Prejudice
be proud without being vain. Pride relates more to our opinion of,Pride & Prejudice
"ourselves, vanity to what we would have others think of us.""",Pride & Prejudice
,Pride & Prejudice
"""If I were as rich as Mr. Darcy,"" cried a young Lucas, who came with",Pride & Prejudice
"his sisters, ""I should not care how proud I was. I would keep a pack of",Pride & Prejudice
"foxhounds, and drink a bottle of wine a day.""",Pride & Prejudice
,Pride & Prejudice
"""Then you would drink a great deal more than you ought,"" said Mrs.",Pride & Prejudice
"Bennet; ""and if I were to see you at it, I should take away your bottle",Pride & Prejudice
"directly.""",Pride & Prejudice
,Pride & Prejudice
The boy protested that she should not; she continued to declare that she,Pride & Prejudice
"would, and the argument ended only with the visit.",Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
Chapter 6,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
The ladies of Longbourn soon waited on those of Netherfield. The visit,Pride & Prejudice
was soon returned in due form. Miss Bennet's pleasing manners grew on,Pride & Prejudice
the goodwill of Mrs. Hurst and Miss Bingley; and though the mother was,Pride & Prejudice
"found to be intolerable, and the younger sisters not worth speaking to,",Pride & Prejudice
a wish of being better acquainted with _them_ was expressed towards,Pride & Prejudice
"the two eldest. By Jane, this attention was received with the greatest",Pride & Prejudice
"pleasure, but Elizabeth still saw superciliousness in their treatment",Pride & Prejudice
"of everybody, hardly excepting even her sister, and could not like them;",Pride & Prejudice
"though their kindness to Jane, such as it was, had a value as arising in",Pride & Prejudice
all probability from the influence of their brother's admiration. It,Pride & Prejudice
"was generally evident whenever they met, that he _did_ admire her and",Pride & Prejudice
to _her_ it was equally evident that Jane was yielding to the preference,Pride & Prejudice
"which she had begun to entertain for him from the first, and was in a",Pride & Prejudice
way to be very much in love; but she considered with pleasure that it,Pride & Prejudice
"was not likely to be discovered by the world in general, since Jane",Pride & Prejudice
"united, with great strength of feeling, a composure of temper and a",Pride & Prejudice
uniform cheerfulness of manner which would guard her from the suspicions,Pride & Prejudice
of the impertinent. She mentioned this to her friend Miss Lucas.,Pride & Prejudice
,Pride & Prejudice
"""It may perhaps be pleasant,"" replied Charlotte, ""to be able to impose",Pride & Prejudice
on the public in such a case; but it is sometimes a disadvantage to be,Pride & Prejudice
so very guarded. If a woman conceals her affection with the same skill,Pride & Prejudice
"from the object of it, she may lose the opportunity of fixing him; and",Pride & Prejudice
it will then be but poor consolation to believe the world equally in,Pride & Prejudice
the dark. There is so much of gratitude or vanity in almost every,Pride & Prejudice
"attachment, that it is not safe to leave any to itself. We can all",Pride & Prejudice
_begin_ freely--a slight preference is natural enough; but there are,Pride & Prejudice
very few of us who have heart enough to be really in love without,Pride & Prejudice
encouragement. In nine cases out of ten a women had better show _more_,Pride & Prejudice
affection than she feels. Bingley likes your sister undoubtedly; but he,Pride & Prejudice
"may never do more than like her, if she does not help him on.""",Pride & Prejudice
,Pride & Prejudice
"""But she does help him on, as much as her nature will allow. If I can",Pride & Prejudice
"perceive her regard for him, he must be a simpleton, indeed, not to",Pride & Prejudice
"discover it too.""",Pride & Prejudice
,Pride & Prejudice
"""Remember, Eliza, that he does not know Jane's disposition as you do.""",Pride & Prejudice
